open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
2025-09-06T01:00:00+00:00,203.86,204.68,203.49,204.41,45266.786,2025-09-06T01:59:59.999000+00:00,9237684.90952,25893,32740.946,6681689.92724
2025-09-06T02:00:00+00:00,204.42,204.66,203.14,204.31,80953.03,2025-09-06T02:59:59.999000+00:00,16493765.18906,37220,37810.059,7704336.16369
2025-09-06T03:00:00+00:00,204.3,204.57,203.8,204.07,39669.281,2025-09-06T03:59:59.999000+00:00,8099583.10589,27623,23544.195,4807475.81858
2025-09-06T04:00:00+00:00,204.06,204.07,203.21,203.23,40470.915,2025-09-06T04:59:59.999000+00:00,8236674.96944,19931,21939.169,4464658.0926
2025-09-06T05:00:00+00:00,203.23,203.35,202.13,202.26,127888.589,2025-09-06T05:59:59.999000+00:00,25928708.10421,35676,53677.531,10881706.70033
2025-09-06T06:00:00+00:00,202.25,202.64,202.07,202.44,60366.1,2025-09-06T06:59:59.999000+00:00,12217173.07324,30577,42057.031,8512033.16731
2025-09-06T07:00:00+00:00,202.44,203.27,202.4,203.03,41614.96,2025-09-06T07:59:59.999000+00:00,8441344.95565,22249,27980.945,5675113.2717
2025-09-06T08:00:00+00:00,203.03,203.56,202.66,203.49,46621.663,2025-09-06T08:59:59.999000+00:00,9473759.50718,24383,16649.835,3382170.28136
2025-09-06T09:00:00+00:00,203.49,203.49,202.68,202.69,45058.363,2025-09-06T09:59:59.999000+00:00,9152863.13632,26489,11473.265,2330210.39482
2025-09-06T10:00:00+00:00,202.7,203.1,202.42,202.91,50787.082,2025-09-06T10:59:59.999000+00:00,10297066.93459,28427,17366.932,3521120.33315
2025-09-06T11:00:00+00:00,202.91,202.93,201.8,202.38,84445.609,2025-09-06T11:59:59.999000+00:00,17086753.1498,34242,20684.031,4185907.25203
2025-09-06T12:00:00+00:00,202.38,202.87,202.2,202.27,29564.62,2025-09-06T12:59:59.999000+00:00,5986453.5347,24942,14848.058,3006865.08294
2025-09-06T13:00:00+00:00,202.27,202.49,201.41,202.33,74711.477,2025-09-06T13:59:59.999000+00:00,15081576.44265,41862,31789.39,6417444.32286
2025-09-06T14:00:00+00:00,202.33,202.66,201.86,202.05,73697.327,2025-09-06T14:59:59.999000+00:00,14903317.32096,34885,33861.043,6846065.15987
2025-09-06T15:00:00+00:00,202.05,202.28,201.01,201.26,72406.443,2025-09-06T15:59:59.999000+00:00,14598137.8086,45075,28323.091,5711250.7872
2025-09-06T16:00:00+00:00,201.26,202.37,200.75,201.62,83586.694,2025-09-06T16:59:59.999000+00:00,16837480.71419,57486,38973.722,7855955.14351
2025-09-06T17:00:00+00:00,201.62,201.79,199.62,200.15,137410.525,2025-09-06T17:59:59.999000+00:00,27533941.82752,59644,46466.724,9316336.3099
2025-09-06T18:00:00+00:00,200.14,200.81,199.32,200.04,95519.854,2025-09-06T18:59:59.999000+00:00,19107660.40431,47363,39946.261,7991961.05222
