open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
2025-09-26T01:00:00+00:00,955.06,957.59,953.4,956.61,3435.017,2025-09-26T01:14:59.999000+00:00,3280823.89311,21999,2059.907,1967618.59361
2025-09-26T01:15:00+00:00,956.6,959.0,955.18,955.19,4168.04,2025-09-26T01:29:59.999000+00:00,3990998.77236,21823,2401.805,2300065.33182
2025-09-26T01:30:00+00:00,955.19,957.36,952.84,953.69,2304.73,2025-09-26T01:44:59.999000+00:00,2200859.95039,15776,1107.114,1057567.62268
2025-09-26T01:45:00+00:00,953.7,955.85,951.46,952.69,2966.948,2025-09-26T01:59:59.999000+00:00,2828558.63486,21828,1243.114,1184990.6315
2025-09-26T02:00:00+00:00,952.7,956.6,949.83,950.27,3418.745,2025-09-26T02:14:59.999000+00:00,3256374.52021,20471,1748.503,1665793.67372
2025-09-26T02:15:00+00:00,950.27,953.3,948.5,948.57,2810.855,2025-09-26T02:29:59.999000+00:00,2672062.97432,16503,1287.268,1224060.55098
2025-09-26T02:30:00+00:00,948.57,950.8,946.68,950.18,4357.273,2025-09-26T02:44:59.999000+00:00,4133393.50594,15865,1511.762,1434080.24026
2025-09-26T02:45:00+00:00,950.17,952.97,944.3,945.33,18361.474,2025-09-26T02:59:59.999000+00:00,17392470.5059,25350,9346.915,8846192.06609
2025-09-26T03:00:00+00:00,945.33,945.34,941.03,944.89,7008.782,2025-09-26T03:14:59.999000+00:00,6605158.27413,25461,2438.409,2298122.18476
2025-09-26T03:15:00+00:00,944.89,947.51,943.42,943.65,2656.446,2025-09-26T03:29:59.999000+00:00,2512632.50596,18549,1254.992,1186975.07122
2025-09-26T03:30:00+00:00,943.65,945.5,942.45,944.82,1884.765,2025-09-26T03:44:59.999000+00:00,1778818.54872,13509,1128.615,1065187.70436
2025-09-26T03:45:00+00:00,944.82,946.3,942.07,945.61,3322.875,2025-09-26T03:59:59.999000+00:00,3138455.1112,13785,1560.38,1474266.71693
2025-09-26T04:00:00+00:00,945.6,946.7,942.6,944.13,1728.242,2025-09-26T04:14:59.999000+00:00,1632542.64341,14280,894.842,845261.99557
2025-09-26T04:15:00+00:00,944.16,947.47,942.98,943.57,2657.064,2025-09-26T04:29:59.999000+00:00,2511229.14059,11051,1206.022,1140166.07908
2025-09-26T04:30:00+00:00,943.57,943.57,936.4,938.2,7466.381,2025-09-26T04:44:59.999000+00:00,7014592.48762,23553,2168.451,2036260.28929
