open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
2026-03-07T20:00:00+00:00,67080.33,67437.5,67068.01,67402.98,590.47118,2026-03-07T20:59:59.999000+00:00,39750285.6504176,85902,336.39316,22644472.3224553
2026-03-07T21:00:00+00:00,67402.98,67483.05,67281.34,67452.98,638.99995,2026-03-07T21:59:59.999000+00:00,43065200.9617147,71562,290.96984,19608550.0571136
2026-03-07T22:00:00+00:00,67452.97,67469.87,67101.31,67258.65,706.81324,2026-03-07T22:59:59.999000+00:00,47551769.7313509,81216,423.19785,28467907.7880614
2026-03-07T23:00:00+00:00,67258.65,67403.85,67183.39,67262.91,394.96477,2026-03-07T23:59:59.999000+00:00,26591042.9368438,60319,221.28028,14897523.5445913
2026-03-08T00:00:00+00:00,67262.91,67481.96,67181.04,67194.77,552.27054,2026-03-08T00:59:59.999000+00:00,37183673.0335401,73818,290.25662,19540895.5529788
2026-03-08T01:00:00+00:00,67194.77,67353.57,67090.0,67297.27,565.85563,2026-03-08T01:59:59.999000+00:00,38036873.4873874,74570,378.9445,25470883.9832828
2026-03-08T02:00:00+00:00,67297.27,67426.52,66833.58,66925.44,765.90711,2026-03-08T02:59:59.999000+00:00,51437285.6604402,132299,317.07678,21295636.0095867
2026-03-08T03:00:00+00:00,66925.45,67083.1,66850.0,67000.26,999.40624,2026-03-08T03:59:59.999000+00:00,66946575.7330243,111969,503.04748,33691412.8570351
2026-03-08T04:00:00+00:00,67000.26,67100.01,66547.15,66637.36,1206.88314,2026-03-08T04:59:59.999000+00:00,80747936.6162141,129009,585.89511,39219130.0714527
2026-03-08T05:00:00+00:00,66637.35,67250.24,66617.76,67149.93,402.00353,2026-03-08T05:59:59.999000+00:00,26963472.0570087,105942,273.45538,18339091.0366382
2026-03-08T06:00:00+00:00,67149.93,67231.86,67035.18,67161.52,246.63235,2026-03-08T06:59:59.999000+00:00,16557000.7272332,67445,114.34633,7676597.313186
2026-03-08T07:00:00+00:00,67161.52,67465.11,67154.91,67319.91,1010.57902,2026-03-08T07:59:59.999000+00:00,68045866.1766192,103709,528.57388,35590974.5026674
2026-03-08T08:00:00+00:00,67319.9,67577.36,67156.93,67539.33,1008.6246,2026-03-08T08:59:59.999000+00:00,67911806.4816908,97378,674.14541,45395458.9316259
2026-03-08T09:00:00+00:00,67539.34,67905.03,67474.0,67681.0,1111.87857,2026-03-08T09:59:59.999000+00:00,75303923.5417753,143975,596.68791,40410634.6922535
2026-03-08T10:00:00+00:00,67681.0,68200.0,67680.99,67904.14,646.22527,2026-03-08T10:59:59.999000+00:00,43919617.6200786,116368,399.44896,27147612.8107123
2026-03-08T11:00:00+00:00,67904.15,67904.15,67411.76,67515.0,536.67584,2026-03-08T11:59:59.999000+00:00,36267951.335365,126127,238.98642,16150872.6523478
2026-03-08T12:00:00+00:00,67515.0,67650.94,66888.0,67324.72,902.41572,2026-03-08T12:59:59.999000+00:00,60640938.3715044,154717,302.90858,20368385.8033338
2026-03-08T13:00:00+00:00,67324.71,67431.81,66761.68,67234.86,1987.5897,2026-03-08T13:59:59.999000+00:00,133233852.2048061,170402,1129.6549,75732552.2526471
2026-03-08T14:00:00+00:00,67234.86,67426.69,67055.73,67339.76,695.31699,2026-03-08T14:59:59.999000+00:00,46777039.4381819,109550,340.0336,22876911.2789344
2026-03-08T15:00:00+00:00,67339.75,67369.36,67080.0,67218.23,879.16155,2026-03-08T15:59:59.999000+00:00,59102900.8079914,99341,408.33233,27455399.5248788
2026-03-08T16:00:00+00:00,67218.23,67268.44,66802.47,66872.15,538.7559,2026-03-08T16:59:59.999000+00:00,36098321.7767463,98700,283.88361,19016988.3838062
2026-03-08T17:00:00+00:00,66872.15,67179.98,66800.01,67065.0,812.42846,2026-03-08T17:59:59.999000+00:00,54494433.4921552,88443,439.64027,29483989.4779248
2026-03-08T18:00:00+00:00,67065.0,67076.0,66745.54,66804.0,487.97779,2026-03-08T18:59:59.999000+00:00,32622695.4922862,84701,189.74174,12685232.0173015
2026-03-08T19:00:00+00:00,66803.99,67485.24,66779.82,67337.42,711.10669,2026-03-08T19:59:59.999000+00:00,47772503.8726269,107904,415.16433,27870802.6670732
2026-03-08T20:00:00+00:00,67337.41,67609.08,67028.45,67238.8,1144.93227,2026-03-08T20:59:59.999000+00:00,77029749.7221912,112963,842.20665,56667800.1390331
2026-03-08T21:00:00+00:00,67238.79,67266.0,66712.69,67020.01,959.03531,2026-03-08T21:59:59.999000+00:00,64213546.0950958,99665,451.12798,30208462.6319872
2026-03-08T22:00:00+00:00,67020.01,67020.01,65618.49,66236.8,2742.02435,2026-03-08T22:59:59.999000+00:00,181173952.0318978,430752,1275.51945,84246546.8721986
2026-03-08T23:00:00+00:00,66236.8,66569.24,65930.3,65971.2,679.95244,2026-03-08T23:59:59.999000+00:00,45040244.5395945,188645,289.57104,19190087.706786
2026-03-09T00:00:00+00:00,65971.2,66773.0,65821.97,66370.01,951.35538,2026-03-09T00:59:59.999000+00:00,63113288.0332073,313706,495.71664,32893564.7520784
2026-03-09T01:00:00+00:00,66370.01,66698.05,66131.25,66196.01,2263.78882,2026-03-09T01:59:59.999000+00:00,150347237.3189297,268340,951.00383,63147599.5557804
2026-03-09T02:00:00+00:00,66196.01,66707.58,65959.0,66537.32,752.57114,2026-03-09T02:59:59.999000+00:00,49871301.5534219,211513,369.22638,24484125.4170239
2026-03-09T03:00:00+00:00,66537.32,67668.64,66512.88,67205.05,1256.29482,2026-03-09T03:59:59.999000+00:00,84452754.7378515,293518,718.9905,48331824.7655979
2026-03-09T04:00:00+00:00,67205.06,67610.0,67093.09,67130.14,848.47762,2026-03-09T04:59:59.999000+00:00,57142240.0814376,140539,372.64808,25116314.1304581
