open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
2025-09-06T01:00:00+00:00,2.8155,2.82,2.8123,2.8183,1389224.7,2025-09-06T01:59:59.999000+00:00,3912348.28111,17627,848561.0,2389680.89088
2025-09-06T02:00:00+00:00,2.8182,2.8258,2.8126,2.823,1870290.9,2025-09-06T02:59:59.999000+00:00,5272090.05326,15482,888052.6,2502271.17907
2025-09-06T03:00:00+00:00,2.8229,2.8289,2.8198,2.827,853050.3,2025-09-06T03:59:59.999000+00:00,2408835.97667,14811,526036.7,1485287.418
2025-09-06T04:00:00+00:00,2.827,2.827,2.8155,2.8169,780137.6,2025-09-06T04:59:59.999000+00:00,2199577.01802,10393,381597.4,1075879.83621
2025-09-06T05:00:00+00:00,2.8169,2.8179,2.8138,2.8143,781523.8,2025-09-06T05:59:59.999000+00:00,2200462.20515,10380,320369.4,902098.4602
2025-09-06T06:00:00+00:00,2.8142,2.8175,2.8135,2.8172,564066.8,2025-09-06T06:59:59.999000+00:00,1588277.93716,8027,287734.6,810175.50475
2025-09-06T07:00:00+00:00,2.8171,2.8214,2.8164,2.8204,622658.6,2025-09-06T07:59:59.999000+00:00,1755589.89262,6453,319349.4,900424.05969
2025-09-06T08:00:00+00:00,2.8204,2.8206,2.815,2.8153,632248.1,2025-09-06T08:59:59.999000+00:00,1781125.05489,8600,295573.7,832641.48564
2025-09-06T09:00:00+00:00,2.8153,2.8153,2.8075,2.8087,1975749.4,2025-09-06T09:59:59.999000+00:00,5552923.96441,12546,879735.3,2472381.46248
2025-09-06T10:00:00+00:00,2.8086,2.8111,2.8044,2.8072,1269490.4,2025-09-06T10:59:59.999000+00:00,3563107.41716,12333,643957.7,1807311.34369
2025-09-06T11:00:00+00:00,2.8072,2.8072,2.8011,2.8064,1465532.2,2025-09-06T11:59:59.999000+00:00,4108541.78405,13676,678973.0,1903543.9808
2025-09-06T12:00:00+00:00,2.8064,2.8107,2.8044,2.8087,1839382.7,2025-09-06T12:59:59.999000+00:00,5163888.57698,13248,986006.5,2768117.51825
2025-09-06T13:00:00+00:00,2.8086,2.8179,2.8081,2.814,1608568.8,2025-09-06T13:59:59.999000+00:00,4524813.31595,15898,790491.5,2223481.50428
2025-09-06T14:00:00+00:00,2.814,2.8155,2.8105,2.8113,1085335.8,2025-09-06T14:59:59.999000+00:00,3053615.98651,10585,468435.5,1318006.0731
2025-09-06T15:00:00+00:00,2.8113,2.8176,2.8005,2.8021,2003248.2,2025-09-06T15:59:59.999000+00:00,5626281.81439,20273,762789.5,2141899.32495
