open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
2025-03-10T01:00:00+00:00,81292.01,81888.0,80802.59,81766.01,1700.61474,2025-03-10T01:59:59.999000+00:00,138585087.6041542,352112,945.07968,77022791.3332285
2025-03-10T02:00:00+00:00,81766.01,82744.0,81526.25,82198.12,1747.3959,2025-03-10T02:59:59.999000+00:00,143772301.2790216,296986,970.22984,79839124.5362332
2025-03-10T03:00:00+00:00,82198.12,82333.37,81791.82,82047.49,1063.09038,2025-03-10T03:59:59.999000+00:00,87244836.453821,198666,518.93845,42594084.7895206
2025-03-10T04:00:00+00:00,82047.49,82659.14,82004.0,82634.05,647.00669,2025-03-10T04:59:59.999000+00:00,53325596.7357822,150769,382.98838,31570319.1317692
2025-03-10T05:00:00+00:00,82634.05,82797.95,82124.35,82308.52,761.63193,2025-03-10T05:59:59.999000+00:00,62780702.114918,114785,350.19072,28874111.3739705
2025-03-10T06:00:00+00:00,82308.51,82425.71,81977.27,82332.67,718.31521,2025-03-10T06:59:59.999000+00:00,59034685.5981022,123165,388.69433,31951760.3371773
2025-03-10T07:00:00+00:00,82333.81,82687.5,82048.44,82318.77,735.02286,2025-03-10T07:59:59.999000+00:00,60530629.7382707,158380,343.07096,28256953.9356371
2025-03-10T08:00:00+00:00,82318.78,82391.75,81151.0,81350.46,1240.84016,2025-03-10T08:59:59.999000+00:00,101402131.1535052,380766,517.02755,42264152.5080265
2025-03-10T09:00:00+00:00,81350.46,84123.46,81325.32,82514.26,3135.7787,2025-03-10T09:59:59.999000+00:00,260176673.3831015,745654,1707.52399,141687176.9520125
2025-03-10T10:00:00+00:00,82514.27,82683.99,81630.59,82288.19,960.18393,2025-03-10T10:59:59.999000+00:00,78851199.0071383,397236,459.60284,37754509.8055173
2025-03-10T11:00:00+00:00,82288.19,83826.02,82065.73,83582.0,1355.26923,2025-03-10T11:59:59.999000+00:00,112393506.9579001,245819,864.25234,71690930.8887556
2025-03-10T12:00:00+00:00,83582.0,83771.94,82634.16,83248.12,1804.51434,2025-03-10T12:59:59.999000+00:00,150165017.1162594,330513,864.16505,71928987.0791123
2025-03-10T13:00:00+00:00,83248.12,83313.99,81423.51,81528.94,2151.30539,2025-03-10T13:59:59.999000+00:00,177120119.8817476,437527,958.43523,78962516.228995
2025-03-10T14:00:00+00:00,81528.93,81528.93,79177.03,79847.08,6049.79262,2025-03-10T14:59:59.999000+00:00,484084481.4423452,787100,2767.12756,221393449.7300034
2025-03-10T15:00:00+00:00,79847.09,81118.32,79570.57,80043.85,2855.95678,2025-03-10T15:59:59.999000+00:00,229375257.033087,488795,1506.89282,121059403.7867484
2025-03-10T16:00:00+00:00,80043.84,80250.0,78992.1,79009.98,2435.72646,2025-03-10T16:59:59.999000+00:00,193622952.257001,422856,1046.42596,83231615.7458749
2025-03-10T17:00:00+00:00,79009.01,79327.98,78202.0,78459.91,4021.36721,2025-03-10T17:59:59.999000+00:00,316403393.1928357,537500,1629.81026,128290599.8842119
2025-03-10T18:00:00+00:00,78459.9,79147.05,77501.1,77655.26,3305.83539,2025-03-10T18:59:59.999000+00:00,258606644.912512,488667,1354.81417,106111746.01269
2025-03-10T19:00:00+00:00,77655.25,79533.57,77459.91,79060.84,3706.69015,2025-03-10T19:59:59.999000+00:00,290911301.6755763,587965,1914.22603,150258625.7650702
2025-03-10T20:00:00+00:00,79060.84,79729.73,78409.4,79304.98,1749.77269,2025-03-10T20:59:59.999000+00:00,138289648.8899506,307662,855.38005,67623393.7630505
2025-03-10T21:00:00+00:00,79304.97,79886.03,78959.9,79565.81,1079.83363,2025-03-10T21:59:59.999000+00:00,85837654.3957042,208051,538.29949,42792177.4522502
2025-03-10T22:00:00+00:00,79566.86,79845.42,79200.0,79502.36,890.45364,2025-03-10T22:59:59.999000+00:00,70742617.9757254,205364,443.32735,35233573.6683896
2025-03-10T23:00:00+00:00,79502.36,79708.0,78449.98,78595.86,1397.06901,2025-03-10T23:59:59.999000+00:00,110409047.8007966,260197,477.78834,37775385.7379304
2025-03-11T00:00:00+00:00,78595.86,79235.77,76606.0,77673.6,5219.87886,2025-03-11T00:59:59.999000+00:00,404454816.1328133,649919,2216.35171,171719587.1205571
2025-03-11T01:00:00+00:00,77673.6,79130.93,76816.52,79130.66,3194.38716,2025-03-11T01:59:59.999000+00:00,249089136.3983959,580980,1683.04502,131360417.4993313
2025-03-11T02:00:00+00:00,79130.65,79650.0,78938.0,79354.53,1754.34261,2025-03-11T02:59:59.999000+00:00,139081862.5900526,321262,895.26591,70979616.7997998
2025-03-11T03:00:00+00:00,79354.54,79938.27,79279.9,79522.29,953.63506,2025-03-11T03:59:59.999000+00:00,75890572.8011086,198555,449.60557,35786559.0238989
2025-03-11T04:00:00+00:00,79522.29,80245.26,79439.9,79759.91,1261.6828,2025-03-11T04:59:59.999000+00:00,100833547.804586,225888,634.16483,50684456.530643
2025-03-11T05:00:00+00:00,79759.91,80457.0,79719.87,80261.78,1400.52299,2025-03-11T05:59:59.999000+00:00,112235933.7435276,213945,719.60941,57675930.7678739
2025-03-11T06:00:00+00:00,80261.78,80547.79,80091.18,80099.33,727.41838,2025-03-11T06:59:59.999000+00:00,58425002.3097966,160950,347.54095,27925014.8240575
2025-03-11T07:00:00+00:00,80099.32,80614.89,80088.0,80424.95,1177.73486,2025-03-11T07:59:59.999000+00:00,94665814.9426599,143962,770.40935,61926597.4632167
2025-03-11T08:00:00+00:00,80424.94,81525.62,80325.22,81131.16,2032.15403,2025-03-11T08:59:59.999000+00:00,164503425.4062759,227437,1214.88668,98310315.6195421
2025-03-11T09:00:00+00:00,81131.15,81900.05,81129.98,81460.39,1344.56881,2025-03-11T09:59:59.999000+00:00,109604052.8929845,213790,714.90157,58275651.103571
2025-03-11T10:00:00+00:00,81460.38,81886.31,81269.85,81808.26,1037.52973,2025-03-11T10:59:59.999000+00:00,84719110.4720968,140445,504.08016,41174817.4964796
2025-03-11T11:00:00+00:00,81808.25,82092.34,81400.0,81720.34,1184.00715,2025-03-11T11:59:59.999000+00:00,96823535.5670052,165365,571.52682,46754982.1679446
2025-03-11T12:00:00+00:00,81720.33,81909.69,81017.0,81225.5,1849.7363,2025-03-11T12:59:59.999000+00:00,150660424.1770798,210613,689.72044,56188300.6388453
2025-03-11T13:00:00+00:00,81225.49,82225.21,80536.33,80898.49,4637.72925,2025-03-11T13:59:59.999000+00:00,376599163.3262569,522372,2216.07773,180031088.3757267
2025-03-11T14:00:00+00:00,80898.5,81374.92,79058.0,79773.04,6591.00781,2025-03-11T14:59:59.999000+00:00,528350731.6072829,726530,3137.11983,251604368.4699032
2025-03-11T15:00:00+00:00,79773.05,81666.0,79653.69,81232.24,3555.27893,2025-03-11T15:59:59.999000+00:00,287739776.1892107,498583,2017.3316,163263511.3419056
2025-03-11T16:00:00+00:00,81232.23,81900.0,80609.96,81386.8,2212.88519,2025-03-11T16:59:59.999000+00:00,179883874.8361783,354450,942.81943,76715396.305124
2025-03-11T17:00:00+00:00,81386.79,81727.27,80777.75,81305.57,1542.25683,2025-03-11T17:59:59.999000+00:00,125347406.276244,284121,754.88924,61362926.9535557
2025-03-11T18:00:00+00:00,81305.58,83470.01,81288.61,83280.94,2780.96936,2025-03-11T18:59:59.999000+00:00,229933180.0176396,374806,1522.96907,125822221.1961664
2025-03-11T19:00:00+00:00,83280.95,83617.4,82846.31,83104.01,1549.39261,2025-03-11T19:59:59.999000+00:00,128945561.1942728,255838,717.57195,59747215.8680372
2025-03-11T20:00:00+00:00,83104.01,83170.38,82586.84,82799.68,845.3044,2025-03-11T20:59:59.999000+00:00,70055507.8063063,148383,381.93461,31658734.5689854
2025-03-11T21:00:00+00:00,82799.68,83265.38,82799.67,83110.72,576.90124,2025-03-11T21:59:59.999000+00:00,47946754.4385638,100776,324.3066,26955320.5266249
2025-03-11T22:00:00+00:00,83110.71,83306.87,82981.3,83133.48,560.5699,2025-03-11T22:59:59.999000+00:00,46609518.4994502,117908,249.92036,20782284.7027602
